OBJECTID,YEAR_PM25_train_pnt,X,Y,ymean_2018_AOD47,ymean_2018_nNDVI,ymean_2018_TMP,ymean_2018_SPFH,ymean_2018_WIND,ymean_2018_HGT,ymean_2018_PM25
774,774,-84.444443942497799,42.066420414159552,0.2400520,0.4959217,9.3089752,0.0070006,3.1103783,322.6393738,10.4596424
775,775,-83.821237714139897,42.066420414159552,0.2528954,0.4892565,9.6653795,0.0072535,3.2326961,244.3478241,10.8894701
776,776,-83.198031485781996,42.066420414159552,0.2593413,0.4445652,10.0439301,0.0076760,4.6306095,174.0980225,11.4596157
777,777,-80.082000343992490,42.066420414159552,0.2460173,0.4159870,9.3992901,0.0072852,4.1014004,291.2786255,12.7068443
778,778,-79.458794115634532,42.066420414159552,0.2415621,0.4159870,8.7520027,0.0070925,2.1580558,482.5321960,12.1371994
779,779,-78.835587887276631,42.066420414159552,0.2313600,0.4980739,8.0066471,0.0068753,2.4297659,580.5845337,10.7784119
780,780,-78.212381658918730,42.066420414159552,0.2247279,0.5554783,7.8439894,0.0069563,2.2660086,564.2944946,9.6874018
781,781,-77.589175430560829,42.066420414159552,0.2341677,0.5540000,8.1272058,0.0067850,2.5623112,496.1995239,9.3505554
782,782,-76.965969202202928,42.066420414159552,0.2323011,0.5572609,8.6626940,0.0069521,2.0834408,433.9750977,9.2460022
783,783,-76.342762973844970,42.066420414159552,0.2441527,0.5477348,8.6544561,0.0070776,1.7021527,387.8623657,9.0190620
784,784,-75.719556745487068,42.066420414159552,0.2290602,0.5712304,8.4151716,0.0070403,2.0033953,426.0722961,8.8947964
785,785,-75.096350517129167,42.066420414159552,0.2127917,0.5712304,7.5215616,0.0066068,2.4911900,566.3031616,8.8615417
786,786,-74.473144288771152,42.066420414159552,0.1970705,0.5884739,7.5512657,0.0067268,2.4338245,646.8701782,9.3310204
787,787,-73.849938060413251,42.066420414159552,0.2248674,0.6147435,9.2128181,0.0069080,1.9429214,284.6953430,9.8995361
788,788,-73.226731832055350,42.066420414159552,0.2006059,0.6284869,8.8391266,0.0071251,1.6795436,357.0140686,9.3380909
789,789,-72.603525603697449,42.066420414159552,0.2020631,0.6356391,10.3528261,0.0072020,1.8887649,91.5144577,9.7605495
790,790,-71.980319375339548,42.066420414159552,0.1779826,0.6366044,9.2321863,0.0069304,2.3078711,236.2868042,10.2492027
791,791,-71.357113146981590,42.066420414159552,0.1857954,0.6173522,10.5169754,0.0072526,2.6712649,56.6316872,10.2853880
792,792,-70.733906918623688,42.066420414159552,0.2090496,0.5490609,10.5095158,0.0073430,3.9100258,20.2688580,10.5805531
793,793,-70.110700690265787,42.066420414159552,0.1878919,0.5490609,10.4774580,0.0074511,5.5967135,0.7862372,10.2139692
794,794,-123.706436329046596,41.443214185801537,0.2235070,0.7115652,11.2774162,0.0065709,2.2718282,517.0974731,22.8364468
795,795,-123.083230100688809,41.443214185801537,0.2022545,0.5927522,9.9889641,0.0048035,2.4766154,1331.6335449,17.4438114
796,796,-122.460023872330908,41.443214185801537,0.3231387,0.5840217,11.0934525,0.0048239,2.4257400,1088.2795410,21.2292290
